protein_group	AZ905	AZ907	AZ909	AZ906	AZ908	AZ910	AZ941	AZ942
sp|Q5XG92|EST4A_HUMAN	7	13	2	4	9	5	2	2
sp|P35914|HMGCL_HUMAN	5	9	3	5	8	1	7	9
sp|P52907|CAZA1_HUMAN	11	8	4	12	4	5	5	7
sp|Q15006|EMC2_HUMAN	7	5	6	7	4	5	8	7
sp|Q86YB7|ECHD2_HUMAN	8	8	5	6	5	5	6	6
sp|Q9HBR0|S38AA_HUMAN	9	7	6	5	6	5	4	2
sp|P31213|S5A2_HUMAN	4	4	10	3	1	11	1	1
sp|P50502|F10A1_HUMAN	5	5	7	5	3	9	6	5
sp|Q8IY95|TM192_HUMAN	13	6	3	10	6	2	3	2
sp|Q9NVH1|DJC11_HUMAN	8	5	5	8	4	2	9	9
sp|P04839|CY24B_HUMAN	10	6	4	8	3	5	6	4
sp|P13716|HEM2_HUMAN	11	6	8	11	6	7	1	0
sp|Q9UNW1|MINP1_HUMAN	9	7	7	8	6	5	5	5
sp|P47989|XDH_HUMAN	13	9	12	9	10	6	0	0
sp|Q14257|RCN2_HUMAN	11	5	7	4	3	4	5	5
sp|Q8TD22|SFXN5_HUMAN	8	7	4	7	4	5	11	12
sp|Q9NVS9|PNPO_HUMAN	8	13	2	4	11	1	6	9
sp|O00767|SCD_HUMAN	4	4	7	5	4	7	15	4
sp|P48723|HSP13_HUMAN	9	7	7	5	3	8	4	1
sp|Q8IYB3|SRRM1_HUMAN	3	3	4	3	3	5	9	9
sp|Q8N5M9|JAGN1_HUMAN	6	6	7	5	6	5	7	8
sp|Q8WU76|SCFD2_HUMAN	9	4	8	5	6	6	4	4
sp|Q9Y5K3|PCY1B_HUMAN	3	6	7	5	8	7	1	3
sp|O76062|ERG24_HUMAN	3	8	5	4	5	5	9	6
sp|P10301|RRAS_HUMAN	13	4	5	11	2	3	7	4
sp|Q9Y281|COF2_HUMAN	8	3	7	8	5	4	6	5
sp|P83881|RL36A_HUMAN	9	5	3	9	4	3	3	7
sp|Q9GZP9|DERL2_HUMAN	9	4	5	7	5	6	10	6
sp|Q9ULA0|DNPEP_HUMAN	7	7	6	7	3	8	1	2
sp|O43464|HTRA2_HUMAN	8	7	6	6	8	4	3	2
sp|P42892|ECE1_HUMAN	12	7	8	8	6	8	0	1
sp|Q14032|BAAT_HUMAN	7	5	3	4	5	4	9	5
sp|Q460N5|PAR14_HUMAN	4	8	8	4	4	11	2	2
sp|O14561|ACPM_HUMAN	6	1	2	11	5	7	6	12
sp|O14979|HNRDL_HUMAN	5	4	8	6	2	9	1	1
sp|Q02985|FHR3_HUMAN	9	3	5	11	5	6	5	4
sp|Q13442|HAP28_HUMAN	7	4	2	9	7	6	2	1
sp|Q9HCE6|ARGAL_HUMAN	5	3	5	8	1	5	11	12
sp|P10768|ESTD_HUMAN	7	6	5	7	4	5	5	6
sp|Q86YB8|ERO1B_HUMAN	2	7	8	3	3	9	4	2
sp|Q9BT40|INP5K_HUMAN	5	5	6	6	4	5	6	8
sp|Q9BVT8|TMUB1_HUMAN	15	5	6	5	6	2	8	11
sp|O95168|NDUB4_HUMAN	7	3	6	4	4	8	10	8
sp|P01860|IGHG3_HUMAN	13	8	5	8	3	3	6	5
sp|O00124|UBXN8_HUMAN	5	7	4	3	5	7	6	8
sp|O94956|SO2B1_HUMAN	6	2	1	8	3	1	7	8
sp|P62316|SMD2_HUMAN	6	6	8	6	3	5	3	4
sp|Q9BUR5|MIC26_HUMAN	10	9	4	7	4	3	9	6
sp|P13929|ENOB_HUMAN	6	5	5	9	8	4	6	4
sp|P13987|CD59_HUMAN	5	4	4	8	2	6	15	12
sp|P36543|VATE1_HUMAN	10	5	5	8	4	4	4	3
sp|P46976|GLYG_HUMAN	4	6	6	3	5	5	7	11
sp|P51809|VAMP7_HUMAN	9	6	6	8	3	1	4	3
sp|Q15125|EBP_HUMAN	7	5	4	7	5	7	7	5
sp|Q6P2E9|EDC4_HUMAN	6	5	6	7	4	8	1	2
sp|Q92597|NDRG1_HUMAN	5	6	5	9	6	4	5	2
sp|P36956|SRBP1_HUMAN	7	3	4	3	1	1	10	7
sp|Q14678|KANK1_HUMAN	3	2	4	7	8	10	3	3
sp|Q8NFW8|NEUA_HUMAN	3	4	7	4	5	5	9	9
sp|Q9BQB6|VKOR1_HUMAN	3	5	3	2	4	4	9	8
sp|ALDOA_RABIT|	8	4	7	8	5	4	7	5
sp|P04075|ALDOA_HUMAN	8	4	7	8	5	4	7	5
sp|B9A064|IGLL5_HUMAN	11	8	4	10	7	1	5	3
sp|P0CG04|IGLC1_HUMAN	11	8	4	10	7	1	5	3
sp|Q7Z4R8|CF120_HUMAN	7	6	6	6	6	5	4	4
sp|Q9Y5U9|IR3IP_HUMAN	3	6	7	5	6	6	4	5
sp|Q04637|IF4G1_HUMAN	5	9	12	5	7	12	0	0
sp|Q86VD7|S2542_HUMAN	10	2	1	5	3	2	9	5
sp|Q9NTN3|S35D1_HUMAN	5	6	5	8	4	5	9	8
sp|O00148|DX39A_HUMAN	1	9	6	2	7	7	1	2
sp|O75208|COQ9_HUMAN	6	9	4	4	8	3	1	1
sp|O95249|GOSR1_HUMAN	4	4	5	3	6	5	7	7
sp|Q4VXU2|PAP1L_HUMAN	5	1	7	6	1	6	6	6
sp|Q71DI3|H32_HUMAN	4	7	8	2	7	5	2	2
sp|P38159|RBMX_HUMAN	9	10	10	8	7	11	0	0
sp|Q9HCG7|GBA2_HUMAN	12	3	6	9	1	4	10	13
sp|Q9Y5J7|TIM9_HUMAN	9	3	4	5	3	4	6	5
sp|O43920|NDUS5_HUMAN	7	5	2	7	2	4	9	5
sp|P20962|PTMS_HUMAN	8	5	5	8	5	5	4	6
sp|Q01130|SRSF2_HUMAN	4	6	5	4	5	7	7	6
sp|Q04917|1433F_HUMAN	7	6	5	6	5	2	6	5
sp|Q92804|RBP56_HUMAN	4	6	7	6	6	11	0	1
sp|Q9HCE1|MOV10_HUMAN	6	4	8	4	2	9	2	4
sp|O95864|FADS2_HUMAN	7	5	6	3	3	7	8	7
sp|O43242|PSMD3_HUMAN	9	6	8	8	5	9	2	0
sp|O43264|ZW10_HUMAN	3	5	8	5	3	6	6	8
sp|P20336|RAB3A_HUMAN	8	3	6	6	5	6	6	5
sp|P50995|ANX11_HUMAN	6	1	8	7	0	7	8	8
sp|P62745|RHOB_HUMAN	7	3	6	8	3	4	8	5
sp|Q13409|DC1I2_HUMAN	5	9	3	2	10	3	1	1
sp|Q92542|NICA_HUMAN	7	5	6	7	6	5	3	1
sp|Q9NRG9|AAAS_HUMAN	4	1	4	1	4	6	6	9
sp|P15313|VATB1_HUMAN	7	5	7	7	5	5	5	2
sp|P22792|CPN2_HUMAN	7	8	6	3	7	3	2	1
sp|P60468|SC61B_HUMAN	4	6	4	4	4	8	7	7
sp|Q04446|GLGB_HUMAN	7	7	3	7	6	6	3	2
sp|O15245|S22A1_HUMAN	8	7	5	5	4	3	5	4
sp|P33947|ERD22_HUMAN	3	4	2	6	2	9	13	7
sp|P41567|EIF1_HUMAN	4	7	5	3	5	8	2	2
sp|Q08AM6|VAC14_HUMAN	7	11	9	6	7	11	0	0
sp|Q7L1Q6|5MP2_HUMAN	4	8	6	3	4	8	1	2
sp|Q9NR28|DBLOH_HUMAN	9	3	4	10	3	3	4	2
sp|B2MG_HUMAN|,sp|P61769|B2MG_HUMAN	7	7	4	4	6	6	3	4
sp|P24158|PRTN3_HUMAN	2	6	6	2	5	10	1	1
sp|Q8N1S5|S39AB_HUMAN	4	6	4	7	6	6	4	5
sp|Q96E17|RAB3C_HUMAN	7	3	6	6	5	6	6	5
sp|Q96DA2|RB39B_HUMAN	7	3	6	6	5	6	6	5
sp|Q14964|RB39A_HUMAN	7	3	6	6	5	6	6	5
sp|Q9H444|CHM4B_HUMAN	7	2	6	8	4	6	7	6
sp|Q9NX14|NDUBB_HUMAN	6	5	4	6	5	6	7	8
sp|O75340|PDCD6_HUMAN	8	1	7	8	1	4	3	3
sp|P31150|GDIA_HUMAN	8	6	6	5	6	6	2	3
sp|Q13740|CD166_HUMAN	11	5	2	8	3	3	6	5
sp|Q96A08|H2B1A_HUMAN	4	7	7	2	5	6	3	4
sp|Q9UKR5|ERG28_HUMAN	6	5	6	5	2	6	3	7
sp|P20618|PSB1_HUMAN	7	7	8	6	5	8	0	2
sp|Q03519|TAP2_HUMAN	3	9	3	5	4	4	7	7
sp|Q99720|SGMR1_HUMAN	11	10	5	9	7	5	1	0
sp|Q9NQE9|HINT3_HUMAN	9	7	2	6	7	3	10	7
sp|Q9NSE4|SYIM_HUMAN	1	11	1	1	12	1	1	1
sp|Q96I99|SUCB2_HUMAN	6	12	0	3	12	2	3	4
sp|Q9Y536|PAL4A_HUMAN	4	6	7	3	6	4	7	7
sp|P09327|VILI_HUMAN	2	3	13	4	2	16	0	0
sp|P62136|PP1A_HUMAN	6	6	5	7	3	6	4	3
sp|P62318|SMD3_HUMAN	6	7	5	4	5	6	2	3
sp|O43776|SYNC_HUMAN	3	6	8	3	3	6	5	2
sp|P01116|RASK_HUMAN	6	6	6	6	4	5	3	3
sp|P01876|IGHA1_HUMAN	6	5	5	8	5	5	4	1
sp|P23634|AT2B4_HUMAN	9	4	5	9	4	5	3	2
sp|P35575|G6PC1_HUMAN	5	7	7	3	3	5	5	6
sp|P50148|GNAQ_HUMAN	8	4	5	10	1	3	5	4
sp|Q9BZK3|NACP4_HUMAN	11	4	4	7	3	6	4	5
sp|Q9H0R3|TM222_HUMAN	4	3	4	6	2	6	6	6
sp|Q9Y3L5|RAP2C_HUMAN	6	6	5	9	2	5	5	4
sp|O15269|SPTC1_HUMAN	6	5	7	3	4	4	9	4
sp|Q7Z4H8|PLGT3_HUMAN	5	6	9	6	3	7	2	2
sp|Q8NB49|AT11C_HUMAN	5	5	9	9	2	7	0	2
sp|Q9BVC6|TM109_HUMAN	7	6	5	4	5	5	5	5
sp|Q9H0T7|RAB17_HUMAN	11	0	3	6	2	6	6	5
sp|Q14739|LBR_HUMAN	5	5	7	7	5	3	6	4
sp|Q8NBU5|ATAD1_HUMAN	7	6	4	5	1	4	9	9
sp|Q92538|GBF1_HUMAN	5	7	9	6	5	7	0	1
sp|Q96AC1|FERM2_HUMAN	10	3	3	11	1	5	2	3
sp|B2RPK0|HGB1A_HUMAN	7	2	5	4	3	6	7	7
sp|O00519|FAAH1_HUMAN	2	4	9	2	2	9	1	1
sp|P02747|C1QC_HUMAN	5	8	6	3	5	3	4	7
sp|P53680|AP2S1_HUMAN	5	5	7	4	3	6	5	3
sp|Q13501|SQSTM_HUMAN	9	1	8	7	1	9	2	4
sp|Q6P179|ERAP2_HUMAN	22	0	0	21	0	0	13	10
sp|Q9BXJ9|NAA15_HUMAN	10	1	4	11	0	3	5	5
sp|P51888|PRELP_HUMAN	7	2	5	7	4	5	3	6
sp|Q96FJ2|DYL2_HUMAN	5	7	4	8	4	5	1	2
sp|Q9NZN4|EHD2_HUMAN	9	4	6	6	1	6	3	1
sp|Q9UBR2|CATZ_HUMAN	5	8	2	7	9	2	7	5
sp|P02452|CO1A1_HUMAN	2	9	5	1	8	3	5	3
sp|P06454|PTMA_HUMAN	7	6	5	5	4	1	4	6
sp|Q9NRG7|D39U1_HUMAN	6	4	3	6	7	3	5	2
sp|P10644|KAP0_HUMAN	9	1	5	6	2	4	3	3
sp|P18206|VINC_HUMAN	17	2	7	11	4	3	0	1
sp|P37802|TAGL2_HUMAN	7	2	6	7	3	3	4	3
sp|P50897|PPT1_HUMAN	3	8	3	4	7	3	3	4
sp|Q96HA9|PX11C_HUMAN	5	7	3	6	5	3	4	2
sp|Q9UH99|SUN2_HUMAN	7	5	6	7	4	6	5	2
sp|O14967|CLGN_HUMAN	4	12	4	1	12	3	0	1
sp|P31937|3HIDH_HUMAN	8	3	2	5	4	2	6	6
sp|P56378|ATP68_HUMAN	8	6	5	7	7	1	6	4
sp|Q16181|SEPT7_HUMAN	6	1	7	5	1	7	4	2
sp|Q99643|C560_HUMAN	6	5	3	8	4	3	12	13
sp|O14735|CDIPT_HUMAN	4	3	5	3	3	3	9	5
sp|Q27J81|INF2_HUMAN	7	5	5	6	6	1	1	1
sp|Q7Z2K6|ERMP1_HUMAN	5	9	4	5	4	5	1	3
sp|Q9UK55|ZPI_HUMAN	6	7	3	5	4	5	4	1
sp|Q9Y2S2|CRYL1_HUMAN	7	4	3	9	2	3	5	4
sp|P62140|PP1B_HUMAN	5	6	5	7	3	5	4	3
sp|P36873|PP1G_HUMAN	5	6	5	7	3	5	4	3
sp|Q9NRP2|COXM2_HUMAN	8	3	2	4	4	3	6	5
sp|Q9NWS8|RMND1_HUMAN	7	2	1	7	2	1	7	4
sp|P63167|DYL1_HUMAN	5	6	5	9	4	4	1	2
sp|Q6P4E1|GOLM2_HUMAN	8	6	7	6	2	2	2	1
sp|Q9H061|T126A_HUMAN	6	2	2	7	2	1	11	10
sp|Q9UBI6|GBG12_HUMAN	7	3	6	6	4	4	9	5
sp|O15144|ARPC2_HUMAN	9	1	3	4	1	4	4	6
sp|O15155|BET1_HUMAN	6	6	5	5	3	4	5	4
sp|P07947|YES_HUMAN	7	3	7	7	1	5	1	2
sp|Q969Q0|RL36L_HUMAN	8	5	3	7	4	3	3	7
sp|P13647|K2C5_HUMAN	3	5	8	3	9	7	0	4
sp|Q6XQN6|PNCB_HUMAN	5	9	4	5	3	4	2	2
sp|Q96AX2|RAB37_HUMAN	6	2	6	5	4	6	6	5
sp|P20337|RAB3B_HUMAN	6	2	6	5	4	6	6	5
sp|Q15771|RAB30_HUMAN	6	2	6	5	4	6	6	5
sp|Q9Y694|S22A7_HUMAN	4	5	8	3	2	6	3	2
sp|O43399|TPD54_HUMAN	3	5	7	3	4	6	4	3
sp|P01911|DRB1_HUMAN	5	9	3	6	8	2	2	2
sp|P25787|PSA2_HUMAN	6	5	7	4	4	5	1	1
sp|Q15437|SC23B_HUMAN	2	5	4	4	6	7	4	2
sp|Q96S06|LMF1_HUMAN	9	6	4	3	6	3	5	2
sp|Q9UI10|EI2BD_HUMAN	6	9	3	7	3	4	3	2
sp|P02746|C1QB_HUMAN	6	2	2	2	2	2	7	8
sp|P14618|KPYM_HUMAN	6	2	8	7	3	4	5	4
sp|P14678|RSMB_HUMAN	5	5	8	5	3	5	2	1
sp|P63162|RSMN_HUMAN	5	5	8	5	3	5	2	1
sp|P20648|ATP4A_HUMAN	5	4	3	5	6	6	5	7
sp|Q15493|RGN_HUMAN	10	3	4	5	3	1	4	4
sp|Q15836|VAMP3_HUMAN	5	2	8	4	6	4	3	4
sp|Q9UBF2|COPG2_HUMAN	1	11	2	1	10	2	1	3
sp|P22234|PUR6_HUMAN	5	9	5	2	4	3	1	2
sp|P61923|COPZ1_HUMAN	2	12	3	3	9	2	1	0
sp|P62826|RAN_HUMAN	6	5	6	4	4	4	4	1
sp|Q96K19|RN170_HUMAN	4	4	3	7	7	4	8	6
sp|Q96NB2|SFXN2_HUMAN	11	5	4	9	2	0	7	7
sp|P22087|FBRL_HUMAN	4	7	3	6	6	4	4	4
sp|Q02539|H11_HUMAN	3	6	4	1	6	6	2	6
sp|P22492|H1T_HUMAN	3	6	4	1	6	6	2	6
sp|Q8TEB1|DCA11_HUMAN	7	4	4	7	4	5	5	2
sp|Q92901|RL3L_HUMAN	9	5	6	7	3	3	2	3
sp|O00161|SNP23_HUMAN	6	3	6	7	4	4	2	3
sp|P08709|FA7_HUMAN	4	7	5	7	6	3	3	3
sp|P25788|PSA3_HUMAN	10	3	8	7	6	6	2	0
sp|P25789|PSA4_HUMAN	8	3	6	4	4	6	1	2
sp|P51151|RAB9A_HUMAN	6	4	3	6	3	2	6	6
sp|Q8N0U8|VKORL_HUMAN	5	5	4	4	4	5	6	6
sp|Q9BTU6|P4K2A_HUMAN	9	5	4	6	5	2	1	2
sp|O60218|AK1BA_HUMAN	1	34	0	0	34	0	0	0
sp|O60551|NMT2_HUMAN	9	4	5	6	4	7	2	4
sp|O43760|SNG2_HUMAN	4	2	4	7	3	6	4	3
sp|P07305|H10_HUMAN	1	4	6	1	4	6	6	3
sp|P17813|EGLN_HUMAN	8	1	5	7	3	4	4	2
sp|P25685|DNJB1_HUMAN	5	7	7	2	8	5	3	0
sp|Q13418|ILK_HUMAN	7	7	6	5	3	2	3	2
sp|Q9H4A6|GOLP3_HUMAN	6	11	8	3	9	7	0	0
sp|O43676|NDUB3_HUMAN	7	4	4	5	3	4	4	6
sp|O43741|AAKB2_HUMAN	6	6	4	4	5	4	4	3
sp|P61803|DAD1_HUMAN	4	4	5	4	5	5	5	7
sp|P98194|AT2C1_HUMAN	3	4	4	4	4	3	6	8
sp|Q86WA6|BPHL_HUMAN	3	10	1	3	11	0	1	2
sp|Q9NZZ3|CHMP5_HUMAN	9	0	5	9	2	4	3	5
sp|P63173|RL38_HUMAN	13	2	0	14	4	2	8	11
sp|Q96I24|FUBP3_HUMAN	3	2	12	2	2	9	0	1
sp|Q99470|SDF2_HUMAN	5	4	5	4	6	5	3	2
sp|Q9Y265|RUVB1_HUMAN	6	7	4	4	5	4	3	1
sp|O75431|MTX2_HUMAN	4	4	0	5	2	0	15	12
sp|Q8NHP1|ARK74_HUMAN	6	7	4	5	4	1	4	6
sp|Q9UMX3|BOK_HUMAN	7	3	1	5	0	4	9	7
sp|A4FU28|CTGE9_HUMAN	3	5	5	4	4	4	9	6
sp|P14207|FOLR2_HUMAN	6	3	1	7	1	0	8	7
sp|P43353|AL3B1_HUMAN	4	5	6	3	2	5	7	6
sp|P48448|AL3B2_HUMAN	4	5	6	3	2	5	7	6
sp|P30838|AL3A1_HUMAN	4	5	6	3	2	5	7	6
sp|Q15287|RNPS1_HUMAN	4	5	6	6	4	4	2	2
sp|Q8NFI4|F10A5_HUMAN	4	5	6	3	2	6	4	4
sp|Q9UDW1|QCR9_HUMAN	8	3	3	6	4	4	8	11
sp|O96011|PX11B_HUMAN	4	4	4	5	3	5	8	5
sp|P43251|BTD_HUMAN	6	4	5	6	4	3	5	4
sp|Q13243|SRSF5_HUMAN	3	5	6	3	2	3	6	9
sp|Q15388|TOM20_HUMAN	7	0	2	8	1	1	6	7
sp|Q9NX62|IMPA3_HUMAN	3	4	8	5	2	5	2	2
sp|Q9NYL5|CP39A_HUMAN	4	7	4	2	6	4	2	2
sp|Q9UEU0|VTI1B_HUMAN	5	6	2	7	5	4	4	5
sp|Q14789|GOGB1_HUMAN	11	3	8	7	2	9	0	0
sp|Q9BQA9|CYBC1_HUMAN	6	2	4	4	1	3	8	8
sp|Q12768|WASC5_HUMAN	5	11	3	6	7	8	0	0
sp|Q16695|H31T_HUMAN	3	6	6	2	6	3	2	2
sp|Q99798|ACON_HUMAN	4	7	2	6	5	1	2	1
sp|P08648|ITA5_HUMAN	5	6	5	11	2	3	3	0
sp|Q07960|RHG01_HUMAN	8	8	7	3	6	4	1	0
sp|Q5T4S7|UBR4_HUMAN	9	2	10	9	3	4	0	0
sp|Q9BT22|ALG1_HUMAN	4	2	6	3	1	6	5	6
sp|O43708|MAAI_HUMAN	8	7	1	4	7	1	2	1
sp|P08246|ELNE_HUMAN	2	2	6	2	1	8	5	2
sp|P51665|PSMD7_HUMAN	7	4	8	5	3	6	3	0
sp|Q8N128|F177A_HUMAN	6	3	6	5	3	3	5	3
sp|Q9NPA0|EMC7_HUMAN	5	5	5	5	1	4	5	3
sp|P07205|PGK2_HUMAN	8	2	2	4	7	6	4	2
sp|P35270|SPRE_HUMAN	4	3	3	8	4	5	4	2
sp|P40222|TXLNA_HUMAN	3	5	5	6	2	5	4	3
sp|Q15629|TRAM1_HUMAN	2	2	7	3	0	5	9	15
sp|Q8IWB9|TEX2_HUMAN	7	2	3	4	6	3	5	3
sp|Q92734|TFG_HUMAN	4	5	7	3	2	9	0	1
sp|P47755|CAZA2_HUMAN	7	3	3	7	3	1	3	3
sp|P53985|MOT1_HUMAN	7	2	4	9	1	4	2	3
sp|Q15582|BGH3_HUMAN	2	5	6	4	3	5	4	1
sp|Q9NXA8|SIR5_HUMAN	5	7	4	4	4	3	5	3
sp|Q6UX07|DHR13_HUMAN	3	3	4	2	1	2	6	9
sp|Q92667|AKAP1_HUMAN	6	3	5	5	4	3	4	4
sp|Q9NVV5|AIG1_HUMAN	5	3	7	3	3	3	9	6
sp|P07384|CAN1_HUMAN	9	4	3	5	4	4	4	2
sp|Q02952|AKA12_HUMAN	9	0	1	12	0	3	4	6
sp|Q8IZP2|ST134_HUMAN	4	2	5	4	2	6	5	4
sp|Q9BZF1|OSBL8_HUMAN	4	3	3	3	2	2	7	7
sp|O75351|VPS4B_HUMAN	14	1	5	6	1	5	0	1
sp|Q96RQ1|ERGI2_HUMAN	4	4	6	6	5	8	1	2
sp|Q9BWM7|SFXN3_HUMAN	4	5	4	5	2	5	5	5
sp|O14966|RAB7L_HUMAN	3	1	1	4	3	2	9	10
sp|P15259|PGAM2_HUMAN	3	5	4	3	4	4	7	4
sp|P37235|HPCL1_HUMAN	9	0	4	8	1	2	6	10
sp|Q96A57|TM230_HUMAN	4	5	6	4	3	4	3	5
sp|Q9Y2A7|NCKP1_HUMAN	3	3	11	4	0	6	2	2
sp|Q9Y2R0|COA3_HUMAN	5	2	1	3	1	3	8	8
sp|O14681|EI24_HUMAN	3	4	3	4	5	2	8	7
sp|O75352|MPU1_HUMAN	3	3	5	3	4	4	8	10
sp|O94906|PRP6_HUMAN	4	5	5	3	5	6	1	1
sp|Q12931|TRAP1_HUMAN	8	4	2	4	2	3	3	4
sp|Q15046|SYK_HUMAN	7	1	10	3	0	11	1	1
sp|Q16658|FSCN1_HUMAN	11	1	4	7	1	5	5	3
sp|O43143|DHX15_HUMAN	4	3	8	5	3	7	2	0
sp|P31949|S10AB_HUMAN	2	4	7	3	2	5	3	2
sp|Q9UNM6|PSD13_HUMAN	6	3	5	6	4	4	2	1
sp|P07477|TRY1_HUMAN	2	5	4	2	6	5	3	3
sp|P08183|MDR1_HUMAN	5	0	10	4	2	11	0	1
sp|P46019|KPB2_HUMAN	3	6	11	3	5	8	0	0
sp|P61011|SRP54_HUMAN	1	1	8	5	3	6	1	1
sp|Q02325|PLGB_HUMAN	7	6	3	4	2	1	4	2
sp|Q9UNL2|SSRG_HUMAN	5	6	5	4	5	2	2	4
sp|O00757|F16P2_HUMAN	4	4	5	5	3	4	4	4
sp|O43633|CHM2A_HUMAN	7	2	4	5	2	4	3	3
sp|O95399|UTS2_HUMAN	5	5	3	5	6	3	3	4
sp|O43819|SCO2_HUMAN	4	6	2	5	2	1	6	5
sp|P01034|CYTC_HUMAN	3	2	1	7	2	0	8	7
sp|P09493|TPM1_HUMAN	8	2	5	6	5	3	2	1
sp|Q15599|NHRF2_HUMAN	11	0	4	6	1	3	3	6
sp|Q8WWP7|GIMA1_HUMAN	8	4	1	2	1	1	5	5
sp|Q9BTZ2|DHRS4_HUMAN	7	4	4	4	4	3	6	4
sp|Q9UI14|PRAF1_HUMAN	3	3	6	5	3	4	3	3
sp|GSTP1_HUMAN|	6	2	5	5	2	5	2	3
sp|O75347|TBCA_HUMAN	7	5	3	5	5	2	3	4
sp|O75954|TSN9_HUMAN	5	3	4	4	3	4	9	6
sp|P09661|RU2A_HUMAN	5	4	7	2	5	5	1	1
sp|P0CF74|IGLC6_HUMAN	8	5	3	8	4	1	5	3
sp|P15291|B4GT1_HUMAN	5	4	4	4	3	6	1	1
sp|P20020|AT2B1_HUMAN	7	3	4	6	2	5	3	2
sp|P36551|HEM6_HUMAN	6	5	1	6	4	1	1	2
sp|Q15185|TEBP_HUMAN	5	2	1	5	4	4	8	4
sp|A0A0U1RRL7|MMPOS_HUMAN	6	3	3	6	4	3	8	6
sp|O95678|K2C75_HUMAN	4	5	5	4	7	6	0	2
sp|P48651|PTSS1_HUMAN	5	3	5	6	2	3	7	7
sp|P56381|ATP5E_HUMAN	5	4	5	4	4	3	5	3
sp|Q5VTU8|AT5EL_HUMAN	5	4	5	4	4	3	5	3
sp|Q16775|GLO2_HUMAN	5	5	4	3	3	4	3	5
sp|Q9UI17|M2GD_HUMAN	7	7	2	4	5	1	1	3
sp|Q53H12|AGK_HUMAN	6	3	5	6	1	0	6	4
sp|Q7Z478|DHX29_HUMAN	7	2	5	6	0	6	3	3
sp|Q96GC9|VMP1_HUMAN	5	4	3	3	3	4	10	7
sp|O43504|LTOR5_HUMAN	7	3	4	5	4	3	5	4
sp|O75106|AOC2_HUMAN	4	3	6	4	4	4	2	1
sp|P50135|HNMT_HUMAN	6	3	3	4	2	1	6	4
sp|Q96SB4|SRPK1_HUMAN	5	4	6	3	1	5	3	2
sp|Q9BV94|EDEM2_HUMAN	5	6	6	4	2	6	1	0
sp|Q9H330|TM245_HUMAN	3	3	3	3	2	5	9	7
sp|O60739|EIF1B_HUMAN	3	5	4	2	3	6	2	2
sp|P28070|PSB4_HUMAN	6	6	10	8	6	5	0	0
sp|P31947|1433S_HUMAN	5	4	4	3	4	2	5	4
sp|P33897|ABCD1_HUMAN	4	3	2	2	5	4	7	5
sp|Q13435|SF3B2_HUMAN	5	6	5	5	3	6	1	0
sp|Q8TEB9|RHBL4_HUMAN	5	3	3	7	3	3	7	9
sp|Q8WWI5|CTL1_HUMAN	5	1	5	4	4	4	2	3
sp|Q9NUT2|MITOS_HUMAN	8	3	2	10	1	0	7	3
sp|O75348|VATG1_HUMAN	3	3	2	7	4	3	4	6
sp|P54727|RD23B_HUMAN	5	4	7	4	1	3	1	1
sp|Q15070|OXA1L_HUMAN	6	4	5	2	2	4	4	4
sp|Q96FZ7|CHMP6_HUMAN	6	3	2	3	4	2	9	7
sp|Q9Y5C1|ANGL3_HUMAN	7	5	4	5	3	2	5	3
sp|A0A096LP55|QCR6L_HUMAN	6	5	3	5	2	4	4	3
sp|O43402|EMC8_HUMAN	2	2	3	2	0	4	11	9
sp|P42126|ECI1_HUMAN	3	5	2	5	8	1	1	3
sp|Q96ER9|MITOK_HUMAN	5	6	2	5	4	3	4	5
sp|P09874|PARP1_HUMAN	0	4	12	0	3	8	3	2
sp|P17213|BPI_HUMAN	1	3	11	2	3	10	0	0
sp|Q9H254|SPTN4_HUMAN	6	4	4	4	4	4	1	1
sp|P15104|GLNA_HUMAN	4	1	7	3	0	8	2	2
sp|P18065|IBP2_HUMAN	13	0	6	8	0	5	3	3
sp|Q04760|LGUL_HUMAN	5	5	4	5	4	3	1	1
sp|Q14847|LASP1_HUMAN	5	2	2	5	1	2	4	5
sp|Q6PCB7|S27A1_HUMAN	4	4	1	4	2	1	7	5
sp|Q7L2E3|DHX30_HUMAN	5	4	5	4	2	4	1	2
sp|Q8IXI2|MIRO1_HUMAN	5	4	3	6	2	1	5	5
sp|Q96K17|BT3L4_HUMAN	8	1	6	5	2	2	1	1
sp|O00232|PSD12_HUMAN	7	4	8	5	3	9	0	0
sp|P35558|PCKGC_HUMAN	3	6	2	3	5	4	5	1
sp|Q68D91|MBLC2_HUMAN	5	4	3	5	2	5	1	1
sp|O75323|NIPS2_HUMAN	3	6	3	3	5	4	1	1
sp|P01111|RASN_HUMAN	5	4	4	5	2	4	3	3
sp|P13693|TCTP_HUMAN	5	2	4	6	3	5	1	2
sp|P49638|TTPA_HUMAN	6	5	2	5	5	3	1	3
sp|P52565|GDIR1_HUMAN	6	4	3	4	3	3	3	1
sp|Q8NBN7|RDH13_HUMAN	6	4	3	4	4	4	2	3
sp|Q6ZNB7|ALKMO_HUMAN	2	6	5	1	4	4	1	1
sp|Q7Z794|K2C1B_HUMAN	3	3	7	4	6	5	0	3
sp|Q9Y696|CLIC4_HUMAN	5	1	1	5	1	1	7	4
sp|O14548|CO72L_HUMAN	4	3	2	8	3	2	10	9
sp|O15126|SCAM1_HUMAN	4	4	5	3	3	4	2	4
